Young Innovations,YDNT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Yucheng Technologies Limited,YTEC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Yahoo! Inc.,YHOO,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Youbet,UBET,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Yrc Worldwide,YRCW,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
X-rite Incorporated,XRIT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xenoport,XNPT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xilinx,XLNX,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xinhua Sports Entertainment Limited,XSEL,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xtent,XTNT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xyratex,XRTX,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xata,XATA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xeta Technologies,XETA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xinhua Finance Media Limited Ads,XFML,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xoma,XOMA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Xtl Biopharmaceuticals Ltd.,XTLB,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Waccamaw Bankshares,WBNK,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wainwright Bank,WAIN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Warren,WRES,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Washington Banking Company,WBCO,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Washington Trust Bancorp,WASH,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Waterstone Financial,WSBF,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wavecom S.a. Ads,WVCM,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wayside Technology Grp.,WSTG,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wd-40 Company,WDFC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Webmd Health,WBMD,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Websense,WBSN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wegener,WGNR,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wesbanco,WSBC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
West Coast Bancorp,WCBO,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Westaff,WSTF,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Westell Technologies,WSTL,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Westfield Financial,WFD,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Weyco,WEYS,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wgnb,WGNA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Whitney,WTNY,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Whx,WXCO,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Willdan Grp.,WLDN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Willis Lease Finance,WLFC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wilshire Bancorp,WIBC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Winmark,WINA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wintrust Financial,WTFC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
World Energy Solutions (de) - Common,XWES,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wpt Enterprises,WPTE,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wsb Financial Grp.,WSFG,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wsfs Financial,WSFS,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wuhan General Grp. (china),WUHN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wynn Resorts,WYNN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wacoal,WACLY,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Warner Chilcott Limited,WCRX,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Warwick Valley Telephone Company,WWVY,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Washington Federal,WFSL,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Waste Services,WSII,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wave Systems,WAVX,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wayne Savings Bancshares Inc.,WAYN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wca Waste,WCAA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Web.com Grp.,WWWW,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Webmethods,WEBM,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Webzen Ads,WZEN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Werner Enterprises,WERN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
West Bancorporation,WTBA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
West Marine,WMAR,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Westamerica Bancorporation,WABC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Western Sizzlin,WEST,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Westport Innovations,WPRT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
White Electronic Designs,WEDC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Whole Foods,WFMI,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Willamette Valley Vineyards,WVVI,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Willis Lease Finance - Series a Preferred,WLFCP,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wind River Systems,WIND,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Winn-dixie Stores,WINN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wireless Ronin Technologies,RNIN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Woodward Governor Company,WGOV,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
World Acceptance,WRLD,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
World Heart,WHRT,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wpp,WPPGY,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wright Medical Grp.,WMGI,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wsb Holdings,WSB,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wsi Industries Inc.,WSCI,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Wvs Financial,WVFC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Va Software,LNUX,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Valley Financial,VYFC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Value Line,VALU,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Valuevision,VVTV,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Varian,VSEA,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Vasogen,VSGN,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
,,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Vcg Holding,VCGH,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Velcro Industries N.v.,VELC,2020-04-27 15:52:18.9707619 -0400 EDT m=+26.499961501
Ventiv Health,VTIV,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Verenium,VRNM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Verigy Ltd.,VRGY,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Veritas,VRTS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vertex Pharmaceuticals Incorporated,VRTX,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vestin Realty Mortgage Ii,VRTB,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Viasat,VSAT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vicor,VICR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Viewpoint Financial Grp.,VPFG,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Village Bank and Trust Financial,VBFC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vimicro International Ads,VIMC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virage Logic,VIRL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virgin Media Inc.,VMED,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Viropharma Incorporated,VPHM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virtualscopics,VSCP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virtusa,VRTU,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Visionchina Media Ads,VISN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vistaprint Limited,VPRT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vitran,VTNC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vnus Medical Technologies,VNUS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vocus,VOCS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Volcom,VLCM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Volterra Semiconductor,VLTR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vsb Bancorp (ny),VSBN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vuance Ltd.,VUNC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Valence,VLNC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Valpey Fisher,VPF,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vanda Pharmaceuticals Inc.,VNDA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Varian,VARI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vascular Solutions,VASC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vca Antech,WOOF,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Veeco Instruments Inc.,VECO,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Veraz Networks,VRAZ,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Verichip,CHIP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Verisign,VRSN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Versant,VSNT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vestin Realty Mortgage I,VRTA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vical,VICL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Video Display,VIDE,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vignette,VIGN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Village Super Market,VLGEA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virco Manufacturing,VIRC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virginia Commerce Bancorp,VCBI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virtual Radiologic,VRAD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Virtus Investment Partners,VRTSV,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vision-sciences,VSCI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vist Financial Corp,VIST,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vital Images,VTAL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vivus,VVUS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vocaltec Communications Ltd.,VOCL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Volcano,VOLC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Voltaire Ltd.,VOLT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Voxware,VOXW,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Vse,VSEC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
U.s. Auto Parts Network,PRTS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
U.s. Energy,USEG,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
U.s. Home Systems,USHS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ual,UAUA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ucn,UCNN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ulta Salon Cosmetics Fragrance,ULTA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ultralife,ULBI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ultratech,UTEK,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Umpqua Holdings,UMPQ,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Unico American,UNAM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Union Bankshares,UBSH,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Union Drilling,UDRL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United American Healthcare,UAHC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Bancshares,UBOH,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Community Bancorp,UCBA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Community Financial,UCFC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Fire & Casualty,UFCS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Online,UNTD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Security Bancshares,USBI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United States Lime Minerals,USLM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Therapeutics,UTHR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United-guardian,UG,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Universal Display,PANL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Universal Forest,UFPI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Universal Truckload Services,UACL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Uranium Resources,URRE,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Urologix,ULGX,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Usa Technologies,USAT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Usa Truck,USAK,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Utah Medical Products,UTMD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Utstarcom,UTSI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
U.s. Global Investors,GROW,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
U.s. Physical Therapy,USPH,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ufp Technologies,UFPT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ultra Clean,UCTT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Ultrapetrol (bahamas) Limited,ULTR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Umb Financial,UMBF,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Unica,UNCA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Unify,UNFY,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Union Bankshares,UNB,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United America Indemnity Ltd.,INDM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Bancorp,UBCP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Bankshares,UBSI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Community Banks,UCBI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Financial Bancorp,UBNK,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Panam Financial,UPFC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Security Bancshares,UBFO,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
United Stationers,USTR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Unity Bancorp,UNTY,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Universal Electronics Inc.,UEIC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Universal Stainless Alloy Products,USAP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Univest of Pennsylvania,UVSP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Urban Outfitters,URBN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Usa Mobility,USMO,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Usa Technologies - Preferred Stock,USATP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Usana Health Sciences Inc.,USNA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Uti Worldwide Inc.,UTIW,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
T-3 Energy Services,TTES,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Taitron Components Incorporated,TAIT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Taleo,TLEO,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tandy Brands Accessories,TBAC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Targacept,TRGT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Targeted Genetics,TGEN,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tarrant Apparel Grp.,TAGS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tasty Baking Company,TSTY,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Taylor Capital Grp.,TAYC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Taylor Devices,TAYD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tc Pipelines Lp,TCLP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Team,TISI,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tech Data,TECD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Techne,TECH,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Techteam Global,TEAM,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tecumseh Products Company,TECUA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tegal,TGAL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tel Offshore Trust,TELOZ,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Telefonos De Mexico Sa De Cv Ser,TFONY,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Teletech Holdings,TTEC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tellabs,TLAB,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
"Telvent Git,",TLVT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tennessee Commerce Bancorp (tn),TNCC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Terrestar,TSTR,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tessco Technologies Incorporated,TESS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Teton Energy,TEC,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Teva Pharmaceutical,TEVA,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Texas Roadhouse,TXRH,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
Tfs Financial,TFSL,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Advisory Board Company,ABCO,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Aristotle,ARTLP,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Bancorp,TBBK,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
,,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Childrens Place Retail Stores,PLCE,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Corporate Executive Board Company,EXBD,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Directv Grp. - Cmn Stk,DTV,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Ensign Grp.,ENSG,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The First Bancshares,FBMS,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Hackett Grp.,HCKT,2020-04-27 15:52:18.9717623 -0400 EDT m=+26.500961901
The Knot,KNOT,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
The Middleby,MIDD,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
The Pantry,PTRY,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
The Savannah Bancorp,SAVB,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
The Ultimate Software Grp.,ULTI,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
The9 Limited,NCTY,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Thermadyne Holdings New,THMD,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Thermogenesis,KOOL,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Thinkorswim Grp. Inc.,SWIM,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Thomas Properties Grp.,TPGI,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Thoratec,THOR,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Threshold Pharmaceuticals,THLD,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Tibco Software,TIBX,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Tidelands Bancshares,TDBK,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
,,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Tii Network,TIII,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
Time Warner Telecom,TWTC,2020-04-27 15:52:18.9727623 -0400 EDT m=+26.501961901
